gini_final,mean_wealth_final,total_wealth_final,alive_final,upper_frac_final,lower_frac_final,stability_final,regime_final,coop_share_final,comp_share_final,neutral_share_final,dominant_strategy_final,strategy_entropy_final,gini_mean,gini_std,gini_max,gini_min,gini_trend,n_collapses,total_collapse_steps,mean_collapse_duration,frac_collapsed,strategic_volatility,condition,rep,seed,actual_steps
0.15781671561973798,1025.636444936903,44102.367132286825,43,0.06976744186046512,0.0,0.001,collapsed,0.4418604651162791,0.4186046511627907,0.13953488372093023,cooperative,1.4430310852668264,0.22960696710515283,0.10069442808793443,0.5479774936113724,0.15483869482743062,-0.00018153552373648273,1,1414,1414.0,0.9426666666666667,0.0020013342228152103,flat_tax,10,44086,1500
0.2006944794139159,553.8299536960959,32122.137314373562,58,0.06896551724137931,0.08620689655172414,0.001,collapsed,0.1724137931034483,0.39655172413793105,0.43103448275862066,neutral,1.4897463281870027,0.2832275301988177,0.06588897222289064,0.4750851623728857,0.2006944794139159,-0.00014041985389051084,1,1407,1407.0,0.938,0.004669779853235491,flat_tax,11,44087,1500
0.1463773399364675,981.6730219012933,30431.86367894009,31,0.03225806451612903,0.03225806451612903,0.001,collapsed,0.22580645161290322,0.6129032258064516,0.16129032258064516,competitive,1.342204449604031,0.27792343885987597,0.10028844630706044,0.5695300308633074,0.14614992184193712,-0.00021667028781516943,1,1415,1415.0,0.9433333333333334,0.019346230820547032,flat_tax,12,44088,1500
0.3544327232653501,686.394472288135,24023.806530084727,35,0.14285714285714285,0.14285714285714285,0.001,collapsed,0.22857142857142856,0.5714285714285714,0.2,competitive,1.4124245497406671,0.357243497189183,0.05179122086340253,0.5656679160479678,0.30897565268702937,-5.8333630440277726e-05,1,1410,1410.0,0.94,0.00133422281521014,flat_tax,13,44089,1500
0.1404460100391032,882.9497655003942,30020.292027013402,34,0.029411764705882353,0.08823529411764706,0.001,collapsed,0.3235294117647059,0.4117647058823529,0.2647058823529412,competitive,1.5614027904621766,0.22821023610901897,0.09014068899485524,0.5083133189959353,0.13978838405111693,-0.0001802485312407153,1,1409,1409.0,0.9393333333333334,0.0066711140760507,flat_tax,14,44090,1500
0.1315957597425825,564.5459547518794,20323.65437106766,36,0.027777777777777776,0.027777777777777776,0.001,collapsed,0.25,0.5277777777777778,0.2222222222222222,competitive,1.4688153412087308,0.23876433077631487,0.10465684711991453,0.5442074119283364,0.12491454010996451,-0.00022618122029047257,1,1412,1412.0,0.9413333333333334,0.0133422281521014,flat_tax,15,44091,1500
0.18603777322756485,614.6448283816743,27044.372448793667,44,0.045454545454545456,0.06818181818181818,0.001,collapsed,0.11363636363636363,0.5,0.38636363636363635,competitive,1.3866133371438174,0.29993296323680285,0.06598756553696945,0.47397521073985177,0.18533887755586323,-0.00014247611330937563,1,1405,1405.0,0.9366666666666666,0.00266844563042028,flat_tax,16,44092,1500
0.2321363834095332,663.5288711893069,31849.38581708673,48,0.10416666666666667,0.125,0.001,collapsed,0.4375,0.3333333333333333,0.22916666666666666,cooperative,1.5372038823177345,0.3219257948452924,0.06665790638829737,0.5900167757248959,0.22933282540860156,-0.00012929318424942477,1,1412,1412.0,0.9413333333333334,0.012675116744496331,flat_tax,17,44093,1500
0.2242095198340242,747.4781386235959,38868.863208426985,52,0.15384615384615385,0.09615384615384616,0.001,collapsed,0.25,0.5192307692307693,0.23076923076923078,competitive,1.4791468546237514,0.28885581854329184,0.06179680165826111,0.5253226442043212,0.2242095198340242,-0.00011890805266452078,1,1411,1411.0,0.9406666666666667,0.01067378252168112,flat_tax,18,44094,1500
0.1473857809235256,557.8055700030806,23427.83394012938,42,0.023809523809523808,0.023809523809523808,0.001,collapsed,0.2619047619047619,0.5,0.23809523809523808,competitive,1.4991818362969065,0.23483249276603077,0.09723540495752664,0.5500133111324668,0.14456372854124033,-0.00019413416104018913,1,1411,1411.0,0.9406666666666667,0.00333555703802535,flat_tax,19,44095,1500
0.29194777753823514,1078.6830474859926,30203.125329607792,28,0.14285714285714285,0.14285714285714285,0.001,collapsed,0.14285714285714285,0.14285714285714285,0.7142857142857143,neutral,1.1488348542809166,0.3503267033955277,0.05346399894223206,0.5483393627433203,0.2871330414534446,-0.00010164797380886796,1,1409,1409.0,0.9393333333333334,0.02068045363575717,flat_tax,20,44096,1500
